representative,transaction_date,ticker,asset_description,amount,type
Hon. Josh Gottheimer,2022-01-10,NCLTY,Nitori Holdings Co Ltd ADR,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2022-01-26,NVDA,NVIDIA Corporation,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2022-01-31,NVDA,NVIDIA Corporation,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2022-01-10,OLLI,Ollies Bargain Outlet Holdings,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2022-01-24,ORCL,Oracle Corporation,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2022-01-20,PATK,Patrick Industries Inc,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2022-01-12,PYPL,PayPal Holdings Inc,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2022-01-10,CSPCY,Pharmaceutical GRP Ltd,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2022-01-28,PNGAY,Ping An Insurance,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2022-01-26,SNAP,Snap Inc Class A,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2022-01-04,SYNH,Syneous Health Inc -  Class A,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2022-01-26,TSLA,Tesla Inc,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2022-01-31,TSLA,Tesla Inc,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2022-01-10,VZ,Verizon Communications,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2022-02-09,SPGI,S&P Global Inc.,"$1,001 - $15,000",purchase
Hon. Nancy Pelosi,2020-08-07,FB,"Facebook, Inc. - Class A","$1,000,001 - $5,000,000",sale_full
Hon. Alan S. Lowenthal,2020-01-06,BKI,"Black Knight, Inc.","$1,001 -",sale_full
Hon. Alan S. Lowenthal,2020-01-06,BKI,"Black Knight, Inc.","$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-01-09,--,Ares Cap Corp,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2020-01-10,--,Ares Cap Corp,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-01-06,BKI,"Black Knight, Inc.","$1,001 - $15,000",sale_partial
Hon. Kurt Schrader,2021-08-30,CVX,CVX,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-08-30,J,Jacobs Engineering Group Inc,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-08-30,MSFT,Microsoft Corporation,"$15,001 - $50,000",sale_full
Hon. Kurt Schrader,2021-08-30,RARE,Ultragenyx Pharmaceuticals,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-08-18,CTXS,Citrix Systems Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-08-17,WMC,Western Asset Core,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-08-02,BIAWX,Brown Adv Sustainable growth,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-08-11,MSFT,Microsoft Corporation,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-08-11,AAPL,Apple Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-08-11,IQV,Iqvia Holdings Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-08-11,V,Visa Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-08-11,TMO,Thermo Fisher Scientific,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-08-11,APCD,Air Products & Chemicals,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-08-23,APCD,Air Products & Chemicals,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-08-23,OWLSX,Old Westbury Large Cap Strategies Fund,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-06-10,ALIZY,Allianz SE ADR,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-06-09,GOOG,Alphabet Inc - Class C Capital Stock,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-06-08,ATRC,AtriCure Inc,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-06-24,BRK.B,Berkshire Hathaway Inc New,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-06-08,BIIB,Biogen Inc,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-06-08,BOOT,Boot Barn Holdings Inc,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-06-24,KO,Coca-Cola Company,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2021-06-15,CTSH,Cognizant Technology Solutions Corporation - Class A,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-06-24,DVN,Devon Energy Corporation,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2021-06-15,DISCA,Discovery Inc - Series A,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2021-06-15,ETSY,Etsy Inc,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-06-03,EXAS,Exact Sciences Corporation,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-06-09,LCRX,Lam Research Corporation,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-06-24,MTDR,Matador Resources Company,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-06-22,MSFT,Microsoft Corporation,"$50,001 - $100,000",purchase
Hon. Josh Gottheimer,2021-06-22,MSFT,Microsoft Corporation,"$15,001 - $50,000",sale_full
Hon. Josh Gottheimer,2021-06-22,MSFT,Microsoft Corporation,"$15,001 - $50,000",sale_full
Hon. Josh Gottheimer,2021-06-15,PNGAY,Ping An Insurance,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-06-24,PGR,Progressive Corporation,"$15,001 - $50,000",purchase
Hon. Josh Gottheimer,2021-06-24,SITE,SiteOne Landscape Supply Inc,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2021-06-08,SNAP,Snapchat Inc Class A,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-06-08,SF,Stifel Financial Corporation,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-06-04,TSLA,Tesla Inc,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2021-07-08,KRE,SPDR S&P Regional Banking ETF,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2021-07-06,JNJ,Johnson & Johnson,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2021-07-08,KRE,SPDR S&P Regional Banking ETF,"$15,001 - $50,000",sale_full
Hon. Alan S. Lowenthal,2021-07-07,UBER,Uber Technologies Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-06-03,FIS,Fidelity National Information Services Inc,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2021-06-03,SPGI,S&P Global Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-06-04,SPGI,S&P Global Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-06-03,FIS,"Fidelity National Information Services, Inc.","$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2021-06-03,FIS,"Fidelity National Information Services, Inc.","$15,001 - $50,000",sale_full
Hon. Alan S. Lowenthal,2021-06-03,SPGI,S&P Global Inc.,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2021-06-04,SPGI,S&P Global Inc.,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-02,SNAP,Snap Inc,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-08,CME,CME Group Inc,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-09,MTCH,Match Group Inc,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-16,INFO,IHS Markit Ltd,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-24,ADBE,Adobe Inc,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-24,SNAP,Snap Inc,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-24,NVDA,Nvidia Corporation,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-24,EL,Estee Lauder Co,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-26,CMG,Chipolte Mexican Grill,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-24,EL,Estee Lauder Co,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-02,SNAP,Snap Inc,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-08,CME,CME Group Inc,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-09,MTCH,Match Group Inc,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-16,INFO,IHS Markit Ltd,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-24,ADBE,Adobe Inc,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-24,INFO,IHS Markit Ltd,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-24,SNAP,Snap Inc,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-24,NVDA,Nvidia Corp,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-24,EL,Estee Lauder Co,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-26,CMG,Chipolte Mexican Grill Inc,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-12,WAB,Westinghouse Air Brake Technology,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-05,T,AT&T Inc Common,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-17,WBA,Walgreens Boots Alliance,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-25,KO,Coca-Cola Company - Common,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-25,KO,Coca-Cola Company - Common,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-10,KO,Coca-Cola Company - Common,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-18,KO,Coca-Cola Company - Common,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-11,KO,Coca-Cola Company - Common,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-19,KO,Coca-Cola Company - Common,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-10,VIAC,Viacom CBS Inc Common Class B,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-11,VIAC,Viacom CBS Inc Common Class B,"$1,001 - $15,000",sale_full
Hon. Rohit Khanna,2021-03-11,AIG,American International Group Inc CMN,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-02,--,Tallahasse FL Energy Rev 5% 10/01/21,"$15,001 - $50,000",purchase
Hon. Rohit Khanna,2021-03-01,--,Ohio St Wtr Div Auth Rev 9% 12/01/21,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-02,--,Houston Tx GO 5% 03/01/22,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-01,--,Hayes Cnty Tx GO 5% 02/15/22,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-01,--,Huntsville AL GO 5% 05/01/22,"$50,001 - $100,000",purchase
Hon. Rohit Khanna,2021-03-08,FB,Facebook Class A,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-30,ZNGA,Zyanga Inc CMN Class A,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-26,ZNGA,Zyanga Inc CMN Class A,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-25,ZNGA,Zyanga Inc CMN Class A,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-26,SBAC,SBA Communications Corp CMN,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-05,SBAC,SBA Communications Corp CMN,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-01,HUM,Humana Inc CMN,"$1,001 - $15,000",purchase
Hon. Rohit Khanna,2021-03-11,AIG,American International Group Inc CMN,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-26,JPM,JP Morgan & Chase Co CMN,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-29,TXN,Texas Instruments Inc CMN,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-30,ORLY,OReilly Automotive Inc,"$1,001 - $15,000",sale_partial
Hon. Rohit Khanna,2021-03-05,MET,MetLife Inc CMN,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2021-02-01,BSX,Boston Scientific Corporation,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2021-02-02,BSX,Boston Scientific Corporation,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2021-02-01,BSX,Boston Scientific Corporation,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-02-02,BSX,Boston Scientific Corporation,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2021-02-01,BSX,Boston Scientific Corporation,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2021-02-02,BSX,Boston Scientific Corporation,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-09-08,PSQ,ProShares Short QQQ,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-09-08,KTOS,"Kratos Defense & Security Solutions, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-09-09,KTOS,"Kratos Defense & Security Solutions, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-09-10,KTOS,"Kratos Defense & Security Solutions, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-09-08,PSQ,ProShares Short QQQ,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-09-08,KTOS,"Kratos Defense & Security Solutions, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-09-09,KTOS,"Kratos Defense & Security Solutions, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-09-10,KTOS,"Kratos Defense & Security Solutions, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-09-08,PSQ,ProShares Short QQQ,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2022-03-16,JBI,Janus International Group Inc,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-06-05,--,Netflix Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-06-10,--,Sherwin Williams Co,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-10-23,FIS,"Fidelity National Information Services, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-10-28,MDT,Medtronic plc. Ordinary Shares,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-10-23,FIS,"Fidelity National Information Services, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-10-28,MDT,Medtronic plc. Ordinary Shares,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2020-10-21,--,Elanco Animal Health,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-10-23,FIS,"Fidelity National Information Services, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-10-28,MDT,Medtronic plc. Ordinary Shares,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-24,COLD,Americold Realty Trust Common Shares,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-23,ECL,Ecolab Inc.,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-03-20,NEE,"NextEra Energy, Inc.","$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2020-03-24,NEE,"NextEra Energy, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-25,COLD,Americold Realty Trust Common Shares,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-03-23,ECL,Ecolab Inc.,"$1,001 -",sale_full
Hon. Alan S. Lowenthal,2020-03-24,NEE,"NextEra Energy, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-03-20,NEE,"NextEra Energy, Inc.","$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-03-24,COLD,Americold Realty Trust Common Shares,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-03-23,ECL,Ecolab Inc.,"$1,001 -",sale_full
Hon. Josh Gottheimer,2021-01-11,MO,"Altria Group, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-01-05,BRKS,"Brooks Automation, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-01-04,DE,Deere & Company,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-01-04,FDX,FedEx Corporation,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-01-11,FMX,Fomento Economico Mexicano S.A.B. de C.V.,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-01-25,HAE,Haemonetics Corporation,"$1,001 - $15,000",sale_full
Hon. Josh Gottheimer,2021-01-04,HCA,"HCA Healthcare, Inc.","$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-01-19,IFNNY,Infineon Technologies AG,"$1,001 - $15,000",sale_partial
Hon. Josh Gottheimer,2021-01-11,REGN,"Regeron Pharmaceuticals, Inc.","$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-01-11,CRM,Salesforce.com Inc,"$1,001 - $15,000",purchase
Hon. Josh Gottheimer,2021-01-11,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-03-02,--,Aercap Holdings NV VaR Rt 10/10/2079 dtd 10/10/2019,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-03-05,BKNG,Booking Holdings Inc.,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-03-05,CMCSA,Comcast Corporation - Class A,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-03-05,ETN,"Eaton Corporation, PlC Ordinary Shares","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-03-16,EMR,Emerson Electric Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-03-17,EMR,Emerson Electric Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-03-05,--,First Citizens Bancshare PFD,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-03-02,IR,Ingersoll Rand Inc.,"$1,001 - $15,000",exchange
Hon. Dean Phillips,2020-03-05,PHG,Koninklijke Philips N.V. NY Registry Shares,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-03-05,NTRS,Northern Trust Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-03-05,PPG,"PPg Industries, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-03-13,UNH,UnitedHealth Group Incorporated Common Stock,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,MMM,3M Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,ADS,Alliance Data Systems Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,AAL,"American Airlines Group, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,AIG,"American International Group, Inc. New","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,T,AT&T Inc.,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,BLL,Ball Corporation,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-05-13,CAT,"Caterpillar, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,CNP,"CenterPoint Energy, Inc","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-15,--,CMS Energy Corp Var Rt 06/01/2050 DTD 05/28/2020,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,CMA,Comerica Incorporated,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,DE,Deere & Company,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,DTE,DTE Energy Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,DXC,DXC Technology Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,EMR,Emerson Electric Company,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-20,EXPD,"Expeditors International of Washington, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,FB,"Facebook, Inc. - Class A","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,FLS,Flowserve Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,BEN,"Franklin Resources, Inc.","$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-15,--,Goldman Sachs Group Inc. Var Rt Perp Mat dtd 06/17/2019,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-05-13,HIG,"Hartford Financial Services Group, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,IVZ,Invesco ltd,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-05-13,L,Loews Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,LYB,LyondellBasell Industries NV Ordinary Shares Class A,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,TAP,Molson Coors Beverage Company Class B,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,NEM,Newmont Corporation,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,NI,NISOURCE Inc,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,PYPL,"PayPal Holdings, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,PM,Philip Morris International Inc,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-05-19,PGR,Progressive Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-20,PGR,Progressive Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-21,PGR,Progressive Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-18,PGR,Progressive Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,PSA,Public Storage,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,REGN,"Regeneron Pharmaceuticals, Inc.","$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-26,SNE,Sony Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-27,--,Truist Fin Corp Var Rt Perp Mat dtd 6/01/2020,"$15,001 - $50,000",purchase
Hon. Dean Phillips,2020-05-13,TFC,Truist Financial Corporation,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,USB,U.S. Bancorp,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-18,UL,Unilever PLC,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-20,UNH,UnitedHealth Group Incorporated Common Stock,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-21,UNH,UnitedHealth Group Incorporated Common Stock,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-15,UNH,UnitedHealth Group Incorporated Common Stock,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-18,UNH,UnitedHealth Group Incorporated Common Stock,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-19,UNH,UnitedHealth Group Incorporated Common Stock,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-13,VIAC,ViacomCBS Inc. - Class B,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2020-05-13,VMC,Vulcan Materials Company,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2020-05-13,WFC,Wells Fargo & Company,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2020-05-27,WFC,Wells Fargo & Company,"$15,001 - $50,000",sale_full
Hon. Dean Phillips,2020-05-06,WTFC,Wintrust Financial Corp,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-07-31,ECL,Ecolab Inc.,"$1,001 -",sale_full
Hon. Alan S. Lowenthal,2020-07-28,OLED,Universal Display Corporation,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-07-31,ECL,Ecolab Inc.,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-07-28,OLED,Universal Display Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-24,ALXN,"Alexion Pharmaceuticals, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-07,ALXN,"Alexion Pharmaceuticals, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-02-24,ALXN,"Alexion Pharmaceuticals, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-02-07,ADS,Alliance data Systems Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-19,AMAT,"Applied Materials, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-02-21,ATRC,"AtriCure, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-02-07,BIIB,Biogen Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-07,BA,Boeing Company,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-02-07,CHRW,"C.H. Robinson Worldwide, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-05,KMX,CarMax Inc,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-06,CTLT,"Catalent, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-02-07,CTL,"CenturyLink, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-21,CHDN,"Churchill Downs, Incorporated","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-02-05,CSGP,"CoStar Group, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-02-06,CYRX,"CryoPort, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-07,DLTR,"Dollar Tree, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-07,DD,"DuPont de Nemours, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-07,DXC,DXC Technology Company,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-02-07,FDX,FedEx Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-07,F,Ford Motor Company,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-02-07,GIS,"General Mills, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-02-07,GILD,"Gilead Sciences, Inc.","$1,001 - $15,000",purchase
